Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,33728439.56947327,39,48,7943,51476,1588,54,203.66666666666666,300.05985157950494,12766,58,1072.4166666666667,2499.753878162586,1761.688378070671,2.579425585959851,793170.8700516644,4481853.91236905,29631324.768066406,0.0,33728439.56947327,887590.5149861386,4731543.386652114,29631324.768066406,0.0,33691084.38491821,716831.5826578343,4267787.434980464,29627301.454544067,0.0,25,24,0,0,6617,49652,1.1562942281888986,1.4231313577709521,54,12766,682.9770114942529,1916.9299208136451,3674620.3213106077,2,2,0,49,86,0,0,0,1.2307692307692308,682.9770114942529,203.66666666666666,1072.4166666666667,6617,0,0,0,0,0,0,39,7943,48,51476,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
443,32033080.339431763,29,31,5200,31002,731,54,179.31034482758622,220.16124239203688,8526,54,1000.0645161290323,2124.5710297266596,1130.1442014440436,1.8730637005315345,1104121.6891387412,5393548.496264013,29628677.129745483,0.0,32033080.339431763,1144038.5835511344,5483398.417014151,29613873.48175049,513.3152008056641,32005977.630615234,1066865.9210205078,5308045.807179333,29628677.129745483,0.0,18,15,0,0,4214,29948,0.905314121923575,0.9677495786079595,54,8526,603.3666666666667,1588.6412219951433,2523780.932222222,2,0,0,33,60,0,0,0,1.0689655172413792,603.3666666666667,179.31034482758622,1000.0645161290323,4214,0,0,0,0,0,0,29,5200,31,31002,254,1040,18,20,0,0,0,0,0,0,0,0,BENIGN
443,43780083.417892456,3,5,163,359,55,54,54.333333333333336,0.4714045207910317,100,54,71.8,18.093092604637828,11.923229908389443,0.18273149284888035,14555254.697799683,20501260.234500512,43777920.24612427,0.0,43778559.44633484,21889279.72316742,21888640.52295685,43777920.24612427,639.2002105712891,43552968.74046326,10888242.185115814,18723121.33507428,43317233.085632324,0.0,0,2,0,0,61,189,0.06852430981833013,0.1142071830305502,54,100,65.25,16.618889854620253,276.1875,2,0,0,2,8,0,0,0,1.6666666666666667,65.25,54.333333333333336,71.8,61,0,0,0,0,0,0,3,163,5,359,255,132,1,20,0,0,0,0,0,0,0,0,BENIGN
443,269766066.3127899,10,13,601,957,82,54,60.1,10.958558299338467,177,54,73.61538461538461,31.101665702458053,5.77537427629434,0.08525905542668152,25671531.018756684,18038962.423204426,45221831.56013489,993.2518005371094,269558149.33776855,29950905.481974285,15874486.24045813,45221831.56013489,993.2518005371094,269544002.0561218,22462000.171343487,18879140.118883073,45220883.60786438,1015.1863098144531,2,4,0,0,261,515,0.037069154533339796,0.048189900893341735,54,177,67.73913043478261,25.37410078304656,643.8449905482041,2,0,0,6,23,0,0,0,1.3,67.73913043478261,60.1,73.61538461538461,261,0,0,0,0,0,0,10,601,13,957,254,12283,7,20,0,0,0,0,0,0,0,0,BENIGN
53,10539.29328918457,1,1,70,146,70,70,70.0,0.0,146,146,146.0,0.0,20494.7328130302,189.76604456509443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,94.88302228254722,94.88302228254722,70,146,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,0,0,0,0,0,0,0,1,70,1,146,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,2930.6411743164062,1,1,70,106,70,70,70.0,0.0,106,106,106.0,0.0,60055.117474780345,682.4445167588675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,341.22225837943375,341.22225837943375,70,106,88.0,18.0,324.0,0,0,0,0,0,0,0,0,1.0,88.0,70.0,106.0,0,0,0,0,0,0,0,1,70,1,106,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,19364863.634109497,32,32,6802,10276,1292,73,212.5625,290.670016674837,1292,64,321.125,365.81072206128675,881.906545931912,3.304954850664151,624498.4326824065,2831668.123014223,15962608.098983765,0.0,19364863.634109497,624673.020455145,2830290.7317504543,15950533.866882324,0.0,19354039.192199707,624323.844909668,2833044.8338484652,15962608.098983765,0.0,0,0,0,0,0,0,1.6524774253320755,1.6524774253320755,64,1292,266.84375,334.8129710538967,112099.7255859375,0,0,0,0,0,0,0,0,1.0,266.84375,212.5625,321.125,0,0,0,0,0,0,0,32,6802,32,10276,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,60876554.48913574,15,18,6239,6053,2961,54,415.93333333333334,835.4172184536831,2958,54,336.27777777777777,718.0408380180951,201.91681515407834,0.5420806134139754,3913716.846896756,11418965.887709532,45217869.52018738,0.0,60659949.54109192,4332853.538649423,11946377.964370498,45202782.86933899,507.59315490722656,60665272.71270752,3568545.4536886774,10953559.979636997,45217869.52018738,0.0,6,6,0,0,5729,5441,0.24640027882453427,0.2956803345894411,54,2961,372.4848484848485,774.6207330516412,600037.2800734619,2,2,0,12,32,0,0,0,1.2,372.4848484848485,415.93333333333334,336.27777777777777,5729,0,0,0,0,0,0,15,6239,18,6053,65535,26883,7,20,0,0,0,0,0,0,0,0,BENIGN
443,34098114.013671875,1,2,55,120,55,55,55.0,0.0,66,54,60.0,6.0,5.132248661314011,0.0879814056225259,33896130.56182861,0.0,33896130.56182861,33896130.56182861,0.0,0.0,0.0,0.0,0.0,33896130.56182861,33896130.56182861,0.0,33896130.56182861,33896130.56182861,0,0,0,0,21,52,0.029327135207508636,0.05865427041501727,54,66,58.333333333333336,5.436502143433364,29.555555555555557,0,0,1,0,3,0,0,0,2.0,58.333333333333336,55.0,60.0,21,0,0,0,0,0,0,1,55,2,120,254,16381,1,21,0,0,0,0,0,0,0,0,BENIGN
443,28008152.961730957,40,42,21567,13921,1292,73,539.175,525.0977474480347,1292,64,331.45238095238096,367.58252733106474,1267.0596325466074,2.927718943553365,699986.5055084229,2530449.0161859374,11830117.464065552,0.0,27999131.91795349,717926.4594347049,2539342.4766911957,11441891.90864563,0.0,27999788.522720337,682921.6712858619,2521841.8460252928,11830117.464065552,0.0,0,0,0,0,0,0,1.4281555822211536,1.4995633613322112,64,1292,432.780487804878,463.1287821843585,214488.26888756696,0,0,0,0,0,0,0,0,1.05,432.780487804878,539.175,331.45238095238096,0,0,0,0,0,0,0,40,21567,42,13921,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,27982647.18055725,23,23,12808,9097,1292,73,556.8695652173913,532.0037842581839,1296,68,395.5217391304348,490.3914913054686,782.8065678939737,1.6438759243607755,1271337.2057134456,5783431.163156898,27777032.136917114,0.0,27965309.858322144,1271150.448105552,5782875.45075958,27771540.880203247,0.0,27973527.193069458,1271523.963321339,5783986.816132458,27777032.136917114,0.0,0,0,0,0,0,0,0.8219379621803877,0.8219379621803877,68,1296,476.19565217391306,517.9422755970608,268264.20085066167,0,0,0,0,0,0,0,0,1.0,476.19565217391306,556.8695652173913,395.5217391304348,0,0,0,0,0,0,0,23,12808,23,9097,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,164429528.23638916,8,5,602,498,111,54,75.25,27.43515081059333,145,54,99.6,28.779159126006444,6.689795998311232,0.0790612254345873,29877851.031043313,25081367.432443727,55105743.169784546,140221.11892700195,164329378.8433075,23475625.549043927,25338266.420611084,54963613.986968994,140221.11892700195,164326982.49816895,41081745.62454224,20227470.458359297,55105743.169784546,6442883.253097534,3,4,0,0,330,328,0.04865306180589987,0.03040816362868742,54,145,84.61538461538461,30.36581696968956,922.0828402366865,1,0,1,7,13,0,0,0,0.625,84.61538461538461,75.25,99.6,330,0,0,0,0,0,0,8,602,5,498,255,16383,3,20,0,0,0,0,0,0,0,0,BENIGN
443,254802954.19692993,8,10,570,730,120,55,71.25,28.145825622994256,113,54,73.0,20.53290042833696,5.101981663035457,0.07064282302664479,31847988.918423653,17560938.605492562,45064750.9098053,44211.626052856445,254801935.9111786,36400276.5587398,13672510.268799208,45054171.085357666,14753639.936447144,254765886.78359985,28307320.75373332,19344054.60527812,45064750.9098053,44211.626052856445,2,2,0,0,298,390,0.031396810234064355,0.03924601279258044,54,120,72.22222222222223,24.22935674744713,587.0617283950618,0,0,0,4,18,0,0,0,1.25,72.22222222222223,71.25,73.0,298,0,0,0,0,0,0,8,570,10,730,255,308,8,21,0,0,0,0,0,0,0,0,BENIGN
443,237271766.1857605,11,11,750,1070,165,54,68.18181818181819,32.52360871685278,419,54,97.27272727272727,102.25288696443725,7.670529154215165,0.09272068208391958,23726589.822769165,21362290.25703965,45018644.09446716,0.0,237271766.1857605,23727176.61857605,21361258.481372133,45016243.69621277,1503.2291412353516,237260030.2696228,23726003.02696228,21363321.96675814,45018644.09446716,0.0,2,2,0,0,376,696,0.04636034104195979,0.04636034104195979,54,419,82.72727272727273,77.25470378040646,5968.289256198347,2,0,0,4,22,0,0,0,1.0,82.72727272727273,68.18181818181819,97.27272727272727,376,0,0,0,0,0,0,11,750,11,1070,254,145,8,20,0,0,0,0,0,0,0,0,BENIGN
443,749426.6033172607,16,20,9173,8851,1292,73,573.3125,566.0889637183806,1292,63,442.55,529.9075839238386,24050.38721633125,48.03672546537533,32453.761381261487,88746.47100586808,391724.5864868164,0.0,749426.6033172607,49961.77355448405,114897.76920697144,391724.5864868164,0.0,354001.2836456299,18631.64650766473,56907.79417845988,257252.69317626953,0.0,0,0,0,0,0,0,21.349655762389038,26.6870697029863,63,1292,500.6666666666667,550.1347814652131,302648.2777777778,0,0,0,0,0,0,0,0,1.25,500.6666666666667,573.3125,442.55,0,0,0,0,0,0,0,16,9173,20,8851,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
137,252084356.78482056,42,0,4620,0,110,110,110.0,0.0,0,0,0.0,0.0,18.327198319345282,0.16661089381222985,6148398.945971233,11357136.808240956,48886713.50479126,1501215.2194976807,252084356.78482056,6148398.945971233,11357136.808240956,48886713.50479126,1501215.2194976807,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.16661089381222985,0.0,110,110,110.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,110.0,110.0,0.0,0,0,0,0,0,0,0,42,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,742033.7200164795,23,21,17011,8262,1292,73,739.6086956521739,584.7141805770268,1292,64,393.42857142857144,487.332933173105,34059.09909247618,59.29649665923918,35251.40171959287,94876.20505769814,335012.19749450684,0.0,742033.7200164795,33728.805455294525,94106.24575400722,335012.19749450684,0.0,738525.1522064209,36926.257610321045,95688.0279367993,334499.8359680176,0.0,0,0,0,0,0,0,30.995895980965937,28.30060067827325,64,1292,574.3863636363636,567.4178040557982,321962.96435950417,0,0,0,0,0,0,0,0,0.9130434782608695,574.3863636363636,739.6086956521739,393.42857142857144,0,0,0,0,0,0,0,23,17011,21,8262,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,455647.94540405273,14,13,2908,5504,1588,54,207.71428571428572,393.2339232153642,2878,54,423.38461538461536,799.5887922466088,18461.62170783088,59.25627509646146,36043.93005371094,72981.24172353186,247955.7991027832,0.0,455647.94540405273,35049.841954157906,73093.09041020539,247955.7991027832,0.0,445450.3059387207,37120.85882822672,72844.57128105956,237693.78662109375,509.2620849609375,7,5,0,0,2432,5062,30.725475975942977,28.53079912051848,54,2878,311.55555555555554,632.1581689872274,399623.950617284,2,2,0,12,26,0,0,0,0.9285714285714286,311.55555555555554,207.71428571428572,423.38461538461536,2432,0,0,0,0,0,0,14,2908,13,5504,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,57121575.355529785,46,51,9518,37256,1588,54,206.91304347826087,318.8573230122892,4294,58,730.5098039215686,1275.744586468578,818.8499653392689,1.6981324376343498,1202465.386139719,5436592.427707946,29491042.613983154,0.0,57121575.355529785,1269368.3412339953,5575100.576909719,29483468.055725098,0.0,57112636.32774353,1142252.7265548706,5308125.3715312565,29491042.613983154,0.0,26,22,0,0,7954,35318,0.8052999188781453,0.8928325187562046,54,4294,482.2061855670103,986.042364767548,972279.545116378,2,2,0,48,96,0,0,0,1.108695652173913,482.2061855670103,206.91304347826087,730.5098039215686,7954,0,0,0,0,0,0,46,9518,51,37256,65535,65535,26,20,0,0,0,0,0,0,0,0,BENIGN
443,34834.62333679199,9,8,2120,5024,1588,54,235.55555555555554,478.57545814197624,2878,54,628.0,962.8359154082278,205083.3141191045,488.02020437076936,4019.6100870768228,4138.356003943886,12728.92951965332,0.0,34834.62333679199,4354.327917098999,3562.2050567619012,12444.019317626953,1013.9942169189453,25459.52796936035,3637.075424194336,4682.105749023789,12728.92951965332,0.0,3,3,0,0,1814,4752,258.3636376080544,229.656566762715,54,2878,420.2352941176471,771.9350421781361,595883.7093425607,2,2,1,6,16,0,0,0,0.8888888888888888,420.2352941176471,235.55555555555554,628.0,1814,0,0,0,0,0,0,9,2120,8,5024,65535,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
443,431653.7380218506,14,13,2908,5556,1588,54,207.71428571428572,393.2339232153642,2882,58,427.38461538461536,799.5887922466088,19608.30928694876,62.5501359578942,29480.54313659668,67647.70620008695,254625.5588531494,0.0,431653.7380218506,33204.13369398851,70725.15682092638,254625.5588531494,0.0,305359.8403930664,25446.653366088867,63903.03103881714,236637.11547851562,0.0,7,5,0,0,2432,5062,32.433403830019216,30.116732127874986,54,2882,313.48148148148147,632.5019320931036,400058.694101509,2,2,0,12,26,0,0,0,0.9285714285714286,313.48148148148147,207.71428571428572,427.38461538461536,2432,0,0,0,0,0,0,14,2908,13,5556,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,1332675.4570007324,14,12,2908,5498,1588,54,207.71428571428572,393.2339232153642,2882,58,458.1666666666667,824.8047075250938,6307.61222159686,19.50962619099671,110654.18521563213,283277.6706579991,1029731.035232544,0.0,1332675.4570007324,102513.49669236403,273600.25928866805,1029731.035232544,0.0,1323024.9881744385,120274.99892494896,294014.1807061553,1026638.0310058594,0.0,7,5,0,0,2432,5042,10.505183333613614,9.004442857383097,54,2882,323.3076923076923,642.525172762232,412838.5976331361,2,2,0,12,25,0,0,0,0.8571428571428571,323.3076923076923,207.71428571428572,458.1666666666667,2432,0,0,0,0,0,0,14,2908,12,5498,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,51601649.045944214,39,43,7892,36518,1588,54,202.35897435897436,300.64166311233055,12762,54,849.2558139534884,2314.49646031092,860.6314104508359,1.5890965020708971,1289917.4273014069,5521425.144048226,29615877.151489258,0.0,51601144.790649414,1357924.8629118267,5655892.815112587,29606498.71826172,0.0,51592249.393463135,1228386.8903205509,5396139.256150091,29615877.151489258,0.0,24,18,0,0,6566,35056,0.7557897997654267,0.8333067023054704,54,12762,541.5853658536586,1719.4362444738197,2956460.9988102326,2,2,0,42,81,0,0,0,1.1025641025641026,541.5853658536586,202.35897435897436,849.2558139534884,6566,0,0,0,0,0,0,39,7892,43,36518,65535,65535,24,20,0,0,0,0,0,0,0,0,BENIGN
53,6962.299346923828,1,1,70,146,70,70,70.0,0.0,146,146,146.0,0.0,31024.23340867064,287.26142045065404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,143.63071022532702,143.63071022532702,70,146,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,0,0,0,0,0,0,0,1,70,1,146,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,2022.5048065185547,1,1,70,102,70,70,70.0,0.0,102,102,102.0,0.0,85043.0611811859,988.8728044323942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,494.4364022161971,494.4364022161971,70,102,86.0,16.0,256.0,0,0,0,0,0,0,0,0,1.0,86.0,70.0,102.0,0,0,0,0,0,0,0,1,70,1,102,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,1591167.92678833,19,23,5086,8641,1292,73,267.6842105263158,360.9618805696478,1296,68,375.69565217391306,395.4482800000646,8626.99641495858,26.395705502168017,79509.13906097412,274267.627372256,1363683.2237243652,0.0,1590161.8003845215,88342.32224358452,310246.4523501899,1363683.2237243652,0.0,1590203.7620544434,72281.98918429288,240624.58556285393,1153558.7310791016,0.0,0,0,0,0,0,0,11.940914393837913,14.454791108330104,68,1296,326.8333333333333,384.0166115371937,147468.75793650793,0,0,0,0,0,0,0,0,1.2105263157894737,326.8333333333333,267.6842105263158,375.69565217391306,0,0,0,0,0,0,0,19,5086,23,8641,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,171643647.1939087,107,112,18791,14327,1292,71,175.61682242990653,314.28466901035716,1494,63,127.91964285714286,250.05692703265652,192.94626128857564,1.2758992457937697,1572329.2618852607,4809812.399017171,27003786.56387329,0.0,169552808.5231781,1599554.7973884726,4862102.403809595,27003786.56387329,0.0,171642641.30592346,1546330.1018551663,4759196.18501549,27003538.131713867,0.0,0,0,0,0,0,0,0.6233845630133944,0.6525146827803754,63,1494,151.22374429223746,284.26457253545624,80806.34719876567,0,0,0,0,0,0,0,0,1.0467289719626167,151.22374429223746,175.61682242990653,127.91964285714286,0,0,0,0,0,0,0,107,18791,112,14327,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,30204289.197921753,49,37,43149,12570,1292,83,880.5918367346939,547.026914920689,1242,65,339.72972972972974,444.91084127464325,1844.737998463934,2.8472777305389245,718844.9927738735,3257661.111662906,19227033.376693726,0.0,30204289.197921753,629256.0249567032,3055321.535631925,19212515.354156494,0.0,30178690.19508362,838296.9498634338,3505786.7230207133,19227033.376693726,0.0,0,0,0,0,0,0,1.6222861487954336,1.2249915817434907,65,1292,647.8953488372093,572.1608577905946,327368.04718766897,0,0,0,0,0,0,0,0,0.7551020408163265,647.8953488372093,880.5918367346939,339.72972972972974,0,0,0,0,0,0,0,49,43149,37,12570,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,98567.00897216797,10,10,6922,5129,1292,85,692.2,598.6873641559507,1242,65,512.9,546.4387339857965,122262.00354119297,202.907648396304,10840.574900309244,25635.32106222989,88809.49020385742,0.0,98567.00897216797,10951.889885796441,27558.995740987884,88809.49020385742,0.0,96563.33923339844,10729.259914822049,23554.539766750673,76637.26806640625,0.0,0,0,0,0,0,0,101.453824198152,101.453824198152,65,1292,602.55,580.1276131162866,336548.0475,0,0,0,0,0,0,0,0,1.0,602.55,692.2,512.9,0,0,0,0,0,0,0,10,6922,10,5129,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,10252.237319946289,1,1,70,146,70,70,70.0,0.0,146,146,146.0,0.0,21068.571986697985,195.07937024720354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,97.53968512360177,97.53968512360177,70,146,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,0,0,0,0,0,0,0,1,70,1,146,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,1023.7693786621094,1,1,70,106,70,70,70.0,0.0,106,106,106.0,0.0,171913.71774569165,1953.5649743828599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,976.7824871914299,976.7824871914299,70,106,88.0,18.0,324.0,0,0,0,0,0,0,0,0,1.0,88.0,70.0,106.0,0,0,0,0,0,0,0,1,70,1,106,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,55428.504943847656,10,12,4908,6931,1292,73,490.8,529.7019539325864,1292,64,577.5833333333334,498.4309477974078,213590.46238020682,396.9076925723921,5160.093307495117,5375.441084508432,16154.289245605469,0.0,54431.915283203125,6047.990587022569,5924.577532025744,16154.289245605469,0.0,48769.95086669922,4433.631896972656,4758.736505932812,16154.289245605469,0.0,0,0,0,0,0,0,180.4125875329055,216.4951050394866,64,1292,538.1363636363636,514.698613970487,264914.66322314047,0,0,0,0,0,0,0,0,1.2,538.1363636363636,490.8,577.5833333333334,0,0,0,0,0,0,0,10,4908,12,6931,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,162505853.89137268,22,20,7933,8293,1895,54,360.59090909090907,496.0776752861949,5862,54,414.65,1256.358876873961,99.8487107476528,0.2584522279921988,7244684.249162674,15195063.274050528,45215339.18380737,0.0,127476258.03947449,6070298.001879738,14260155.972669698,45208226.680755615,0.0,162311111.92703247,8542690.101422762,16066032.313323384,45215339.18380737,3011.2266540527344,13,9,0,0,7185,7613,0.13537973847210413,0.12307248952009467,54,5862,386.3333333333333,938.7607755178067,881271.7936507938,0,2,1,22,41,0,0,0,0.9090909090909091,386.3333333333333,360.59090909090907,414.65,7185,0,0,0,0,0,0,22,7933,20,8293,65535,65535,15,20,0,0,0,0,0,0,0,0,BENIGN
443,34125356.43577576,45,53,8315,51649,1588,54,184.77777777777777,283.53646748709724,7114,54,974.5094339622641,1742.7449355222236,1757.1684595544903,2.871764876198053,710796.3984211286,4223589.022211376,29629971.742630005,0.0,34125356.43577576,775576.2826312672,4405511.887414999,29622764.348983765,0.0,34111097.81265259,655982.650243319,4062490.678949032,29629971.742630005,0.0,26,26,0,0,6785,49847,1.3186675451929835,1.5530973310050695,54,7114,611.8775510204082,1354.3783743565216,1834340.7809246143,2,2,0,52,97,0,0,0,1.1777777777777778,611.8775510204082,184.77777777777777,974.5094339622641,6785,0,0,0,0,0,0,45,8315,53,51649,65535,65535,26,20,0,0,0,0,0,0,0,0,BENIGN
443,10636196.851730347,20,23,9847,7655,1292,73,492.35,512.148735720396,1292,64,332.82608695652175,388.3772988679854,1645.5129821288228,4.042798436266677,518607.12795722776,1679575.3720642787,7441532.373428345,0.0,10636196.851730347,559799.8343015972,1738323.4367672603,7441532.373428345,0.0,10626695.394515991,483031.608841636,1626292.8853177894,7438720.226287842,0.0,0,0,0,0,0,0,1.8803713657054313,2.162427070561246,64,1292,407.0232558139535,457.17558015173347,209009.51108707406,0,0,0,0,0,0,0,0,1.15,407.0232558139535,492.35,332.82608695652175,0,0,0,0,0,0,0,20,9847,23,7655,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,180071154.3560028,4,2,302,456,97,54,75.5,21.5,228,228,228.0,0.0,4.209447108343766,0.033320161807470446,90020243.58510971,89958016.24411243,180009819.98443604,61762.80975341797,180071154.3560028,60023718.1186676,84798349.56254959,179946694.1356659,61762.80975341797,180009819.98443604,180009819.98443604,0.0,180009819.98443604,180009819.98443604,2,2,0,0,166,388,0.022213441204980297,0.011106720602490149,54,228,126.33333333333333,74.00150148626865,5476.222222222222,0,0,0,4,6,0,0,0,0.5,126.33333333333333,75.5,228.0,166,0,0,0,0,0,0,4,302,2,456,251,7381,2,20,0,0,0,0,0,0,0,0,BENIGN
443,354747.05696105957,14,19,4438,5685,1292,73,317.0,435.6558274601638,1296,68,299.2105263157895,408.2420049750378,28535.82517842057,93.02402754992382,14616.304828274635,43852.171488680906,248463.63067626953,0.0,354747.05696105957,27288.235150850734,64816.14945959252,248463.63067626953,0.0,98358.3927154541,5464.3551508585615,8830.220662273203,27168.51234436035,0.0,0,0,0,0,0,0,39.46473896057374,53.559288589350075,68,1296,306.75757575757575,420.18264645508845,176553.45638200187,0,0,0,0,0,0,0,0,1.3571428571428572,306.75757575757575,317.0,299.2105263157895,0,0,0,0,0,0,0,14,4438,19,5685,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,1775287.6281738281,16,20,6977,8187,1292,73,436.0625,509.1023311611822,1296,67,409.35,488.2405426631426,8541.714457616448,20.278404146280145,103329.08349878648,206700.6809662575,801164.8654937744,0.0,1748862.5049591064,116590.83366394043,215721.19512883056,801164.8654937744,0.0,1764326.3339996338,92859.28073682282,198666.67297904214,797986.9842529297,0.0,0,0,0,0,0,0,9.012624065013398,11.265780081266747,67,1296,421.22222222222223,497.7974326476757,247802.28395061722,0,0,0,0,0,0,0,0,1.25,421.22222222222223,436.0625,409.35,0,0,0,0,0,0,0,16,6977,20,8187,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,903226.6139984131,16,15,3286,5689,1588,54,205.375,369.80617811902493,2878,54,379.26666666666665,752.9580304077749,9936.598258846001,34.32139788570763,61930.9112943452,125623.34078975712,493877.8877258301,0.0,903226.6139984131,60215.1075998942,125017.91708824292,493877.8877258301,0.0,892769.8135375977,63769.27239554269,126242.91243235815,488968.3723449707,996.1128234863281,9,6,0,0,2742,5179,17.714269876494264,16.607128009213373,54,2878,289.51612903225805,593.687105108501,352464.3787721123,2,2,0,15,30,0,0,0,0.9375,289.51612903225805,205.375,379.26666666666665,2742,0,0,0,0,0,0,16,3286,15,5689,65535,65535,9,20,0,0,0,0,0,0,0,0,BENIGN
443,308823.3470916748,13,13,2854,5556,1588,54,219.53846153846155,405.67277745353323,4294,58,427.38461538461536,1119.2863480781327,27232.397029566146,84.19052589402138,25271.058082580566,63944.69094916689,237584.35249328613,507.11631774902344,308823.3470916748,25735.278924306233,64179.9712336147,237584.35249328613,529.7660827636719,297682.0468902588,24806.8372408549,63705.1590661348,235573.05335998535,507.11631774902344,7,5,0,0,2412,5062,42.09526294701069,42.09526294701069,54,4294,323.46153846153845,848.2253070957227,719486.171597633,2,2,0,12,25,0,0,0,1.0,323.46153846153845,219.53846153846155,427.38461538461536,2412,0,0,0,0,0,0,13,2854,13,5556,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,1098834.2761993408,14,12,2908,5450,1588,54,207.71428571428572,393.2339232153642,4290,54,454.1666666666667,1159.6913981266264,7606.242525404955,23.661438820355208,91245.25388081868,220182.20920665364,791853.4278869629,508.0699920654297,1098834.2761993408,84525.71355379545,213289.92843690774,791853.4278869629,508.0699920654297,1091051.8169403076,99186.52881275523,227803.84871263723,789843.3208465576,1010.4179382324219,7,5,0,0,2432,5042,12.740774749422036,10.920664070933173,54,4290,321.46153846153845,847.9825937423132,719074.4792899409,2,2,0,12,25,0,0,0,0.8571428571428571,321.46153846153845,207.71428571428572,454.1666666666667,2432,0,0,0,0,0,0,14,2908,12,5450,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
