Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,52791723.012924194,43,48,8108,37041,1588,54,188.5581395348837,289.54184357003396,7118,58,771.6875,1425.690697466933,855.2287635875582,1.7237550662576755,1186258.1419141104,5269284.385343281,29630233.52622986,0.0,52791723.012924194,1256945.7860220047,5415252.8941119695,29627226.59111023,0.0,52785251.61743164,1123090.4599453541,5134511.871491996,29630233.52622986,0.0,24,20,0,0,6646,35217,0.8145216247151654,0.9092334415425102,54,7118,496.14285714285717,1093.8486603181213,1196504.8916797487,2,2,0,44,90,0,0,0,1.1162790697674418,496.14285714285717,188.5581395348837,771.6875,6646,0,0,0,0,0,0,43,8108,48,37041,65535,65535,24,20,0,0,0,0,0,0,0,0,BENIGN
443,110693833.11271667,11,9,2434,7995,1389,54,221.27272727272728,376.0503087496988,5694,66,888.3333333333334,1717.4048898135688,94.21482395844417,0.18067853861049799,12291515.919897292,22852645.14664569,55114786.14807129,506.1626434326172,110693833.11271667,11069383.311271667,21955640.19810816,55001056.432724,506.1626434326172,110553453.44543457,13819181.680679321,23838711.888285153,55114786.14807129,512.3615264892578,5,7,0,0,2060,7689,0.0993731962357739,0.08130534237472409,54,5694,521.45,1230.9238187231574,1515173.4475000002,0,2,0,12,19,0,0,0,0.8181818181818182,521.45,221.27272727272728,888.3333333333334,2060,0,0,0,0,0,0,11,2434,9,7995,65535,65535,5,20,0,0,0,0,0,0,0,0,BENIGN
53,154511541.8434143,9,9,780,2542,95,76,86.66666666666667,6.683312551921141,410,208,282.44444444444446,64.4758544144173,21.50001197558817,0.11649615158356022,19311116.88911915,27693460.217788074,72078833.34159851,417871.71363830566,154502910.1371765,19312863.767147064,27691605.070904415,72078833.34159851,441955.56640625,154474960.08872986,19309370.011091232,27695315.130222235,72074430.46569824,417871.71363830566,0,0,0,0,0,0,0.05824807579178011,0.05824807579178011,76,410,184.55555555555554,108.08855537229248,11683.135802469136,0,0,0,0,0,0,0,0,1.0,184.55555555555554,86.66666666666667,282.44444444444446,0,0,0,0,0,0,0,9,780,9,2542,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,57046.65184020996,6,8,977,7025,537,54,162.83333333333334,176.69598813278762,5862,54,878.125,1890.842301561661,140271.1595136895,245.4131758549929,6729.304790496826,6392.1453295009715,17616.987228393555,0.0,38923.26354980469,7784.6527099609375,6320.268755274441,17224.31182861328,0.0,41828.39393615723,5975.484848022461,6336.276166101607,17616.987228393555,0.0,2,2,0,0,773,6753,105.17707536642551,140.23610048856736,54,5862,571.5714285714286,1477.0580660936268,2181700.530612245,1,2,1,4,13,0,0,0,1.3333333333333333,571.5714285714286,162.83333333333334,878.125,773,0,0,0,0,0,0,6,977,8,7025,65535,65535,2,20,0,0,0,0,0,0,0,0,BENIGN
443,66348146.67701721,10,13,4442,8089,1278,54,444.2,417.34776865343366,5862,54,622.2307692307693,1522.9887697876857,188.86737049342025,0.3466562541974835,3179614.71421378,14040267.595996575,65969004.15420532,0.0,427997.350692749,47555.26118808323,70050.31809385172,201416.015625,1001.8348693847656,66343911.64779663,5528659.303983052,18223526.324770305,65969004.15420532,0.0,6,4,0,0,4102,7647,0.15072011052064502,0.1959361436768385,54,5862,544.8260869565217,1180.9054982686844,1394537.7958412098,0,2,1,10,22,0,0,0,1.3,544.8260869565217,444.2,622.2307692307693,4102,0,0,0,0,0,0,10,4442,13,8089,65535,65535,6,20,0,0,0,0,0,0,0,0,BENIGN
443,35612030.267715454,46,55,8321,51805,1588,54,180.8913043478261,281.4689903578746,9942,58,941.9090909090909,1919.4442592747541,1688.3620379966935,2.8361202447803953,707882.259831284,4163906.5072058532,29643174.648284912,0.0,35612030.267715454,791378.4503936768,4361111.049835576,29642519.9508667,0.0,34468313.455581665,638302.1010292901,3990800.608964912,29643174.648284912,0.0,25,27,0,0,6757,49715,1.2916983293059225,1.5444219154744727,54,9942,595.3069306930693,1478.5139632269,2186003.539456915,3,2,0,52,100,0,0,0,1.1956521739130435,595.3069306930693,180.8913043478261,941.9090909090909,6757,0,0,0,0,0,0,46,8321,55,51805,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
53,9257.316589355469,1,1,70,146,70,70,70.0,0.0,146,146,146.0,0.0,23332.895436283095,216.04532811373235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.02266405686618,108.02266405686618,70,146,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,0,0,0,0,0,0,0,1,70,1,146,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,9775.876998901367,1,1,70,102,70,70,70.0,0.0,102,102,102.0,0.0,17594.3293905324,204.58522547130698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.29261273565349,102.29261273565349,70,102,86.0,16.0,256.0,0,0,0,0,0,0,0,0,1.0,86.0,70.0,102.0,0,0,0,0,0,0,0,1,70,1,102,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,50673.484802246094,11,12,5064,7294,1292,73,460.3636363636364,514.1335646639399,1296,68,607.8333333333334,513.5808656439174,243875.0768420062,453.88628963959724,4243.203571864537,4312.606303726973,16175.031661987305,0.0,50673.484802246094,5067.348480224609,4626.448648538118,16175.031661987305,0.0,38433.79020690918,3493.9809279008346,3856.0806314889996,13674.259185791016,506.6394805908203,0,0,0,0,0,0,217.0760515667639,236.81023807283336,68,1296,537.304347826087,519.0987536760736,269463.5160680529,0,0,0,0,0,0,0,0,1.0909090909090908,537.304347826087,460.3636363636364,607.8333333333334,0,0,0,0,0,0,0,11,5064,12,7294,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,61405519.72389221,16,24,22903,13414,11670,54,1431.4375,2941.8511385000006,5862,54,558.9166666666666,1281.5002574023238,591.4289165420003,0.6514072379789083,3220600.5297209085,10387785.47450148,45110940.69480896,0.0,61189351.081848145,4079290.0721232095,11521707.676443793,44892898.32115173,0.0,61193469.04754639,2660585.6107628862,9534631.821736755,45110940.69480896,0.0,5,8,0,0,22359,12598,0.26056289519156334,0.390844342787345,54,11670,907.925,2151.7089067471466,4629851.219375,2,2,0,13,39,0,0,0,1.5,907.925,1431.4375,558.9166666666666,22359,0,0,0,0,0,0,16,22903,24,13414,65535,26883,9,20,0,0,0,0,0,0,0,0,BENIGN
443,32563716.650009155,37,40,7457,36297,1588,54,201.54054054054055,307.9635459819261,8530,58,907.425,1929.1518458573962,1343.6426950357861,2.36459495172454,868211.2312316895,4772020.04583445,29653392.31491089,0.0,32562705.039978027,904519.5844438341,4866757.5671148915,29649302.95944214,0.0,32553137.30239868,834695.8282666329,4682619.336966163,29653392.31491089,0.0,22,18,0,0,6199,34777,1.1362339378416622,1.228361013882878,54,8530,568.2337662337662,1450.2637637045157,2103264.984314387,2,2,0,40,76,0,0,0,1.0810810810810811,568.2337662337662,201.54054054054055,907.425,6199,0,0,0,0,0,0,37,7457,40,36297,65535,65535,22,20,0,0,0,0,0,0,0,0,BENIGN
443,61259279.01268005,11,9,3210,5485,1780,54,291.8181818181818,493.7932615214256,2958,54,609.4444444444445,942.5367792542175,141.93768095442687,0.32648115228160296,6792801.631821526,18979121.08717658,60557433.60519409,997.0664978027344,61259279.01268005,6125927.901268005,18087990.525390666,60389351.8447876,997.0664978027344,61011150.36010742,7626393.795013428,20006144.196856324,60557433.60519409,1548.0518341064453,4,4,0,0,2836,5179,0.17956463375488163,0.14691651852672133,54,2958,434.75,747.5599557895005,558845.8875,2,2,0,8,19,0,0,0,0.8181818181818182,434.75,291.8181818181818,609.4444444444445,2836,0,0,0,0,0,0,11,3210,9,5485,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
443,776743.4120178223,16,16,3286,5743,1588,54,205.375,369.80617811902493,2878,54,358.9375,733.287671104424,11624.173260181871,41.197645844038085,51515.467961629234,82728.01451361302,263460.1593017578,0.0,776743.4120178223,51782.894134521484,82107.9123101447,263460.1593017578,0.0,768720.6268310547,51248.04178873698,83342.64498612237,249627.82859802246,0.0,9,6,0,0,2742,5199,20.598822922019043,20.598822922019043,54,2878,282.15625,585.7721991832128,343129.0693359375,2,2,0,15,31,0,0,0,1.0,282.15625,205.375,358.9375,2742,0,0,0,0,0,0,16,3286,16,5743,65535,65535,9,20,0,0,0,0,0,0,0,0,BENIGN
443,396984.8155975342,14,12,2908,5450,1588,54,207.71428571428572,393.2339232153642,2878,54,454.1666666666667,824.8047075250938,21053.70198459529,65.49368887287359,29012.96814282735,66511.37197468257,242899.89471435547,521.8982696533203,396984.8155975342,30537.29350750263,65428.49658049371,242899.89471435547,931.2629699707031,299326.41983032227,27211.492711847477,67724.61045364902,240964.6511077881,521.8982696533203,7,5,0,0,2432,5042,35.26583247000886,30.227856402864735,54,2878,321.46153846153845,642.1406646024643,412344.63313609455,2,2,0,12,25,0,0,0,0.8571428571428571,321.46153846153845,207.71428571428572,454.1666666666667,2432,0,0,0,0,0,0,14,2908,12,5450,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,637940.8836364746,14,14,2908,5614,1588,54,207.71428571428572,393.2339232153642,2882,58,401.0,776.3535645199661,13358.604564457091,43.89121424604536,48712.05183175894,103901.40889910243,328617.3343658447,0.0,637940.8836364746,49072.3756643442,105878.6794379799,328617.3343658447,0.0,628572.4639892578,48351.72799917368,101884.49890134318,326610.803604126,988.7218475341797,7,5,0,0,2432,5082,21.94560712302268,21.94560712302268,54,2882,304.35714285714283,622.9114941882489,388018.72959183686,2,2,0,12,27,0,0,0,1.0,304.35714285714283,207.71428571428572,401.0,2432,0,0,0,0,0,0,14,2908,14,5614,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,52688923.12049866,44,49,9332,14976,1292,73,212.0909090909091,302.51504982711333,1292,64,305.6326530612245,353.86961128489185,461.3493417659728,1.7650768793909606,1157839.6886259646,4073043.490907487,23127315.282821655,0.0,52685747.146606445,1225249.9336420104,4177827.2274773857,23114297.38998413,0.0,52677664.51835632,1097451.3441324234,3975860.49770729,23127315.282821655,0.0,0,0,0,0,0,0,0.8350901364860458,0.9299867429049147,64,1292,261.3763440860215,333.8515513894295,111456.8583651289,0,0,0,0,0,0,0,0,1.1136363636363635,261.3763440860215,212.0909090909091,305.6326530612245,0,0,0,0,0,0,0,44,9332,49,14976,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,93056685.68611145,28,30,6166,7711,2172,54,220.21428571428572,422.82471521413976,2878,54,257.03333333333336,567.3580576281221,149.12415908308154,0.6232760125977321,3319912.9019464767,10097256.956006119,45021996.73652649,0.0,93056685.68611145,3446543.914300424,10259922.60801961,45015988.34991455,0.0,92858436.82289124,3202015.0628583184,9941968.019311327,45021996.73652649,0.0,17,14,0,0,5214,6691,0.3008918681506293,0.32238414444710284,54,2878,239.25862068965517,503.13412760089943,253143.95035671815,2,2,0,31,57,0,0,0,1.0714285714285714,239.25862068965517,220.21428571428572,257.03333333333336,5214,0,0,0,0,0,0,28,6166,30,7711,65535,65535,18,20,0,0,0,0,0,0,0,0,BENIGN
443,92565278.05328369,17,17,5644,7119,1845,54,332.0,523.2489003951235,1506,54,418.7647058823529,524.3160844389423,137.88107450671933,0.36730835487177443,5779050.871729851,14886090.181734266,45262488.12675476,0.0,92565278.05328369,5785329.878330231,14863870.307893183,45262488.12675476,997.3049163818359,92364349.84207153,5772771.865129471,14908274.293684509,45212688.92288208,0.0,7,7,0,0,5066,6541,0.18365417743588722,0.18365417743588722,54,1845,375.38235294117646,525.5762671865594,276230.4126297577,0,2,0,14,33,0,0,0,1.0,375.38235294117646,332.0,418.7647058823529,5066,0,0,0,0,0,0,17,5644,17,7119,65535,65535,11,20,0,0,0,0,0,0,0,0,BENIGN
443,52261658.19168091,38,42,7886,36561,1588,54,207.52631578947367,303.05755375246235,7114,54,870.5,1838.807484291304,850.4705273028467,1.53075893050662,1339915.0004753699,5636671.01898277,29639981.508255005,0.0,52260890.72227478,1412456.5060074264,5781819.374811605,29639981.508255005,0.0,52252479.31480408,1274450.7149952215,5501576.660503292,29581291.437149048,0.0,25,16,0,0,6594,35133,0.7271104919906445,0.8036484385159754,54,7114,555.5875,1388.658153522223,1928371.4673437502,2,2,0,41,79,0,0,0,1.105263157894737,555.5875,207.52631578947367,870.5,6594,0,0,0,0,0,0,38,7886,42,36561,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
53,123422.14584350586,1,1,93,218,93,93,93.0,0.0,218,218,218.0,0.0,2519.807104912396,16.204547298472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.102273649236,8.102273649236,93,218,155.5,62.5,3906.25,0,0,0,0,0,0,0,0,1.0,155.5,93.0,218.0,0,0,0,0,0,0,0,1,93,1,218,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,2524.852752685547,1,1,93,263,93,93,93.0,0.0,263,263,263.0,0.0,140998.32143531635,792.1254013220018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,396.0627006610009,396.0627006610009,93,263,178.0,85.0,7225.0,0,0,0,0,0,0,0,0,1.0,178.0,93.0,263.0,0,0,0,0,0,0,0,1,93,1,263,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,90968408.10775757,15,13,5496,7808,1924,54,366.4,570.4074333316493,5862,54,600.6153846153846,1528.0332023407152,146.2485743868422,0.30779916437399135,6991278.960154607,16258714.162693493,45160639.28604126,0.0,90825610.39924622,6487543.599946158,15757823.960633693,45153520.822525024,0.0,90947642.56477356,7578970.21373113,16805175.680153362,45160639.28604126,0.0,7,6,0,0,4986,7366,0.1648924094860668,0.14290675488792456,54,5862,475.14285714285717,1127.8300820059515,1272000.693877551,0,2,0,13,27,0,0,0,0.8666666666666667,475.14285714285717,366.4,600.6153846153846,4986,0,0,0,0,0,0,15,5496,13,7808,65535,65535,9,20,0,0,0,0,0,0,0,0,BENIGN
443,861603.9752960205,15,19,6900,8075,1292,73,460.0,517.2027326558384,1292,63,425.0,493.22237965189055,17380.374777002453,39.46128496948804,52620.887756347656,104852.36029448656,406945.70541381836,0.0,829592.4663543701,59256.60473959787,106773.10835495475,383447.88551330566,0.0,854275.9418487549,47459.77454715305,103038.74119828756,406945.70541381836,0.0,0,0,0,0,0,0,17.409390427715312,22.05189454177273,63,1292,440.44117647058823,504.2421915273086,254260.18771626297,0,0,0,0,0,0,0,0,1.2666666666666666,440.44117647058823,460.0,425.0,0,0,0,0,0,0,0,15,6900,19,8075,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,34535948.514938354,46,52,8321,51804,1588,54,180.8913043478261,281.4689903578746,7118,58,996.2307692307693,1710.6364831590586,1740.9395886142588,2.837622946930517,719409.3043605486,4121768.4814621042,28905345.20149231,0.0,34534440.755844116,767432.0167965359,4253005.049110099,28902569.77081299,0.0,34528852.462768555,677036.3227993834,4001920.9972518384,28905345.20149231,0.0,25,26,0,0,6757,49828,1.3319454648857532,1.5056774820447643,54,7118,613.5204081632653,1324.9442593557787,1755477.2903998333,2,2,0,51,97,0,0,0,1.1304347826086956,613.5204081632653,180.8913043478261,996.2307692307693,6757,0,0,0,0,0,0,46,8321,52,51804,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
443,32832211.4944458,36,37,8090,36054,1588,54,224.72222222222223,345.9630368110243,12762,54,974.4324324324324,2515.7213090670607,1344.5332492289715,2.223426223126924,924708.8969593317,4898266.215754397,29633503.675460815,0.0,32831698.417663574,938048.5262189592,4931783.409872577,29631489.753723145,0.0,32822633.266448975,911739.8129569159,4865423.634305531,29633503.675460815,0.0,22,16,0,0,6866,34796,1.096484164829716,1.1269420582972078,54,12762,604.7123287671233,1845.8847637598826,3407290.5610808777,2,2,0,38,72,0,0,0,1.0277777777777777,604.7123287671233,224.72222222222223,974.4324324324324,6866,0,0,0,0,0,0,36,8090,37,36054,65535,65535,22,20,0,0,0,0,0,0,0,0,BENIGN
443,88229701.51901245,10,7,2263,5375,963,54,226.3,279.9882318955566,4410,54,767.8571428571429,1494.6525089294098,86.56948701514197,0.19267887919054902,11745022.23332723,29437254.33872395,86939598.32191467,1007.080078125,88229701.51901245,9803300.16877916,27169786.252775937,86649820.32775879,1007.080078125,87945631.980896,14657605.330149332,32325614.654862836,86939598.32191467,6006.717681884766,4,4,0,0,1923,5137,0.11334051717091119,0.07933836201963783,54,4410,449.29411764705884,1018.3457615001881,1037028.0899653981,2,2,0,8,16,0,0,0,0.7,449.29411764705884,226.3,767.8571428571429,1923,0,0,0,0,0,0,10,2263,7,5375,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
5353,71360899.92523193,17,0,4510,0,486,82,265.29411764705884,185.14883193095744,0,0,0.0,0.0,63.19987562832493,0.23822569527306514,4460056.245326996,5912716.942541825,19470399.379730225,3118.0381774902344,71360899.92523193,4460056.245326996,5912716.942541825,19470399.379730225,3118.0381774902344,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.23822569527306514,0.0,82,486,265.29411764705884,185.14883193095744,34280.08996539792,0,0,0,0,0,0,0,0,0.0,265.29411764705884,265.29411764705884,0.0,0,0,0,0,0,0,0,17,4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,60783820.152282715,17,16,5332,5918,2077,54,313.6470588235294,560.2349235367009,1506,54,369.875,553.4168721452211,185.08214804227816,0.5429076342573492,3914466.3580002324,11392433.395562842,45226369.38095093,0.0,60783820.152282715,3798988.7595176697,11227155.642569687,45191969.871520996,0.0,60564636.94572449,4037642.4630482993,11564855.875100812,45226369.38095093,0.0,6,5,0,0,4754,5374,0.2796796903749981,0.26322794388235116,54,2077,340.90909090909093,557.6481112475514,310971.41597796144,2,2,1,11,32,0,0,0,0.9411764705882353,340.90909090909093,313.6470588235294,369.875,4754,0,0,0,0,0,0,17,5332,16,5918,65535,26883,9,20,0,0,0,0,0,0,0,0,BENIGN
1900,0.0,1,0,167,0,167,167,167.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,167,167,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.0,167.0,0.0,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1900,0.0,1,0,167,0,167,167,167.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,167,167,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.0,167.0,0.0,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,156339.16854858398,13,15,6883,12054,1292,74,529.4615384615385,535.4826170251418,1296,69,803.6,531.4579694889646,121127.67501456384,179.09779270252878,11524.457197922926,18862.537546820764,75153.35083007812,0.0,151077.2705078125,12589.772542317709,18373.492164107087,58373.212814331055,0.0,148558.6166381836,10611.329759870257,19224.916557931432,75153.35083007812,0.0,0,0,0,0,0,0,83.15254661188835,95.94524609064041,69,1296,676.3214285714286,550.5754816275311,303133.36096938775,0,0,0,0,0,0,0,0,1.1538461538461537,676.3214285714286,529.4615384615385,803.6,0,0,0,0,0,0,0,13,6883,15,12054,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1900,0.0,1,0,167,0,167,167,167.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,167,167,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.0,167.0,0.0,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1900,0.0,1,0,167,0,167,167,167.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,167,167,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.0,167.0,0.0,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,105510.95008850098,16,18,5815,6758,1292,73,363.4375,476.1286549807205,1292,64,375.44444444444446,468.218754931,119162.98724875436,322.2414353342598,6317.660212516785,9552.71874826283,32050.132751464844,0.0,105510.95008850098,7034.063339233398,10164.060870382342,32050.132751464844,0.0,96654.17671203613,5685.539806590361,8931.203191745224,29734.134674072266,0.0,0,0,0,0,0,0,151.64302839259284,170.59840694166695,64,1292,369.79411764705884,471.99562431993223,222779.86937716263,0,0,0,0,0,0,0,0,1.125,369.79411764705884,363.4375,375.44444444444446,0,0,0,0,0,0,0,16,5815,18,6758,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,1223182.6782226562,19,19,5251,5988,1743,54,276.36842105263156,484.3736281367401,2878,54,315.1578947368421,680.6889128830319,9188.32501481366,31.066496179635116,60802.459716796875,115474.18142655487,374420.4044342041,0.0,1223182.6782226562,67954.59323459202,120732.85364552702,374420.4044342041,0.0,965705.8715820312,53650.326199001734,109498.1514691496,370169.16275024414,0.0,12,7,0,0,4605,5342,15.533248089817558,15.533248089817558,54,2878,295.7631578947368,591.0615532203824,349353.75969529094,2,2,0,19,37,0,0,0,1.0,295.7631578947368,276.36842105263156,315.1578947368421,4605,0,0,0,0,0,0,19,5251,19,5988,65535,65535,12,20,0,0,0,0,0,0,0,0,BENIGN
443,36747.93243408203,8,6,2066,4916,1588,54,258.25,503.0193211994943,4290,54,819.3333333333334,1555.2490332919533,189997.0838502063,380.9738146523759,5783.1605275472,4625.507187241135,13690.710067749023,0.0,36747.93243408203,5249.70463344029,3982.230685276802,11768.579483032227,0.0,32649.993896484375,6529.998779296875,5309.534989944551,13690.710067749023,999.45068359375,3,3,0,0,1794,4712,217.6993226585005,163.2744919938754,54,4290,498.7142857142857,1121.7457331302483,1258313.4897959183,2,2,1,6,13,0,0,0,0.75,498.7142857142857,258.25,819.3333333333334,1794,0,0,0,0,0,0,8,2066,6,4916,65535,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
443,402668.4761047363,14,12,2908,5498,1588,54,207.71428571428572,393.2339232153642,2882,58,458.1666666666667,824.8047075250938,20875.73400658648,64.56924627304883,29395.09352048238,66097.85168527869,242171.7643737793,0.0,402668.4761047363,30974.498161902793,64994.058353247136,242171.7643737793,0.0,302813.7683868408,27528.52439880371,67331.27817769666,239666.22352600098,506.1626434326172,7,5,0,0,2432,5042,34.76805568548784,29.801190587561,54,2882,323.3076923076923,642.525172762232,412838.5976331361,2,2,0,12,25,0,0,0,0.8571428571428571,323.3076923076923,207.71428571428572,458.1666666666667,2432,0,0,0,0,0,0,14,2908,12,5498,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,308400.86936950684,14,12,2908,5498,1588,54,207.71428571428572,393.2339232153642,4294,58,458.1666666666667,1159.6913981266264,27256.73250268452,84.30585832379224,25234.798590342205,65562.54673595462,246867.41828918457,0.0,308400.86936950684,23723.14379765437,64609.8940838727,246867.41828918457,0.0,297234.29679870605,27021.299708973278,66626.65839706181,237206.69746398926,509.2620849609375,7,5,0,0,2432,5042,45.39546217434967,38.91039614944257,54,4294,323.3076923076923,848.2738023698375,719568.4437869822,2,2,0,12,25,0,0,0,0.8571428571428571,323.3076923076923,207.71428571428572,458.1666666666667,2432,0,0,0,0,0,0,14,2908,12,5498,65535,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
443,52794256.44874573,43,49,8156,42584,1588,54,189.67441860465115,289.11313637512563,8526,54,869.0612244897959,1649.6305388234387,961.0893951932051,1.7426138028729774,1173103.4119923909,5291940.780998728,29632906.675338745,0.0,52794256.44874573,1257006.1059225174,5467888.688213577,29622956.27593994,0.0,52785050.63056946,1099688.5548035305,5131916.259214411,29632906.675338745,503.0632019042969,25,24,0,0,6694,40918,0.8144825382993264,0.928131264573651,54,8526,551.5217391304348,1266.2330944685543,1603346.2495274106,2,2,0,49,91,0,0,0,1.1395348837209303,551.5217391304348,189.67441860465115,869.0612244897959,6694,0,0,0,0,0,0,43,8156,49,42584,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
443,63312.530517578125,9,12,4728,9228,1292,75,525.3333333333334,544.7637612355979,1296,71,769.0,562.713959307924,220430.2984876785,331.6878954027836,5251.884460449219,5228.960717746754,16852.617263793945,0.0,49285.6502532959,6160.706281661987,5487.438022547013,16852.617263793945,0.0,50500.15449523926,4590.923135930841,4928.484367221161,14030.694961547852,0.0,0,0,0,0,0,0,142.15195517262157,189.53594023016208,71,1296,664.5714285714286,568.0384436544659,322667.6734693878,0,0,0,0,0,0,0,0,1.3333333333333333,664.5714285714286,525.3333333333334,769.0,0,0,0,0,0,0,0,9,4728,12,9228,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,24729.72869873047,1,1,70,146,70,70,70.0,0.0,146,146,146.0,0.0,8734.426593652384,80.87432031159616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,40.43716015579808,40.43716015579808,70,146,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,0,0,0,0,0,0,0,1,70,1,146,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
