timestamp,src,sport,dst,dport,proto,pred
2025-11-13 22:52:55,192.168.1.35,54744,35.186.229.172,443,TCP,0
2025-11-13 22:52:55,35.186.229.172,443,192.168.1.35,54744,TCP,0
2025-11-13 22:52:56,192.168.1.35,55528,142.250.118.94,443,UDP,0
2025-11-13 22:52:56,192.168.1.35,49665,142.250.205.67,443,UDP,0
2025-11-13 22:52:56,142.250.205.67,443,192.168.1.35,49665,UDP,0
2025-11-13 22:52:56,142.250.118.94,443,192.168.1.35,55528,UDP,0
2025-11-13 22:52:56,192.168.1.1,0,192.168.1.35,0,OTHER,0
2025-11-13 22:52:56,192.168.1.35,58851,4.186.9.165,443,TCP,0
2025-11-13 22:52:56,4.186.9.165,443,192.168.1.35,58851,TCP,0
2025-11-13 22:52:59,192.168.1.35,63263,74.125.24.188,443,TCP,0
2025-11-13 22:52:59,74.125.24.188,443,192.168.1.35,63263,TCP,0
2025-11-13 22:52:59,192.168.1.35,49182,8.8.8.8,443,UDP,0
2025-11-13 22:53:00,8.8.8.8,443,192.168.1.35,49182,UDP,0
2025-11-13 22:53:01,192.168.1.35,59117,35.214.142.18,443,TCP,0
2025-11-13 22:53:01,192.168.1.35,49273,34.89.141.94,443,TCP,0
2025-11-13 22:53:01,35.214.142.18,443,192.168.1.35,59117,TCP,0
2025-11-13 22:53:01,34.89.141.94,443,192.168.1.35,49273,TCP,0
2025-11-13 22:53:01,192.168.1.35,58224,104.208.16.92,443,TCP,0
2025-11-13 22:53:01,192.168.1.2,48353,239.255.255.250,1900,UDP,0
2025-11-13 22:53:01,104.208.16.92,443,192.168.1.35,58224,TCP,0
2025-11-13 22:53:01,192.168.1.35,57656,74.125.24.188,443,TCP,0
2025-11-13 22:53:01,74.125.24.188,443,192.168.1.35,57656,TCP,0
2025-11-13 22:53:01,192.168.1.35,65295,142.250.187.67,443,TCP,0
2025-11-13 22:53:01,192.168.1.35,54554,142.250.187.67,443,TCP,0
2025-11-13 22:53:01,142.250.187.67,443,192.168.1.35,54554,TCP,0
2025-11-13 22:53:01,142.250.187.67,443,192.168.1.35,65295,TCP,0
2025-11-13 22:53:03,192.168.1.35,65111,34.161.115.43,443,TCP,0
2025-11-13 22:53:03,34.161.115.43,443,192.168.1.35,65111,TCP,0
2025-11-13 22:53:03,192.168.1.2,0,224.0.0.251,0,OTHER,0
2025-11-13 22:53:03,192.168.1.35,51667,172.64.151.87,443,UDP,0
2025-11-13 22:53:03,172.64.151.87,443,192.168.1.35,51667,UDP,0
2025-11-13 22:53:04,192.168.1.35,55781,34.198.122.117,443,TCP,0
2025-11-13 22:53:05,34.198.122.117,443,192.168.1.35,55781,TCP,0
2025-11-13 22:53:06,192.168.1.2,0,239.255.255.250,0,OTHER,0
2025-11-13 22:53:09,192.168.1.35,51793,104.18.41.158,443,UDP,0
2025-11-13 22:53:09,104.18.41.158,443,192.168.1.35,51793,UDP,0
2025-11-13 22:53:09,192.168.1.35,54539,142.251.223.165,443,TCP,0
2025-11-13 22:53:09,142.251.223.165,443,192.168.1.35,54539,TCP,0
2025-11-13 22:53:09,192.168.1.35,53213,18.161.216.15,443,TCP,0
2025-11-13 22:53:09,18.161.216.15,443,192.168.1.35,53213,TCP,0
2025-11-13 22:53:10,0.0.0.0,0,224.0.0.1,0,OTHER,0
2025-11-13 22:53:11,192.168.1.7,0,239.255.255.250,0,OTHER,0
2025-11-13 22:53:12,192.168.1.10,0,239.255.102.18,0,OTHER,0
2025-11-13 22:53:12,192.168.1.10,0,224.0.0.252,0,OTHER,0
2025-11-13 22:53:12,192.168.1.10,0,224.0.0.251,0,OTHER,0
2025-11-13 22:53:13,4.213.25.242,443,192.168.1.35,50854,TCP,0
2025-11-13 22:53:13,192.168.1.35,50854,4.213.25.242,443,TCP,0
2025-11-13 22:53:17,192.168.1.35,64612,142.251.43.227,443,UDP,0
2025-11-13 22:53:17,142.251.43.227,443,192.168.1.35,64612,UDP,0
2025-11-13 22:53:17,192.168.1.35,58833,18.97.36.72,443,TCP,0
2025-11-13 22:53:17,18.97.36.72,443,192.168.1.35,58833,TCP,0
2025-11-13 22:53:18,4.186.9.165,443,192.168.1.35,59407,TCP,0
2025-11-13 22:53:18,192.168.1.35,59407,4.186.9.165,443,TCP,0
2025-11-13 22:53:22,57.144.169.33,443,192.168.1.35,59457,TCP,0
2025-11-13 22:53:23,192.168.1.35,59457,57.144.169.33,443,TCP,0
2025-11-13 22:53:26,192.168.1.35,61158,57.144.169.32,443,TCP,0
2025-11-13 22:53:26,57.144.169.32,443,192.168.1.35,61158,TCP,0
2025-11-13 22:53:26,57.144.209.32,443,192.168.1.35,61160,TCP,0
2025-11-13 22:53:26,192.168.1.35,61160,57.144.209.32,443,TCP,0
2025-11-13 22:53:26,163.70.144.60,443,192.168.1.35,61157,TCP,0
2025-11-13 22:53:26,192.168.1.35,61157,163.70.144.60,443,TCP,0
2025-11-13 22:53:27,192.168.1.35,54249,18.97.36.17,443,TCP,0
2025-11-13 22:53:27,18.97.36.17,443,192.168.1.35,54249,TCP,0
2025-11-13 22:53:29,192.168.1.35,53898,52.87.124.85,443,TCP,0
2025-11-13 22:53:29,52.87.124.85,443,192.168.1.35,53898,TCP,0
2025-11-13 22:53:29,192.168.1.35,53857,129.227.206.6,443,TCP,0
2025-11-13 22:53:30,129.227.206.6,443,192.168.1.35,53857,TCP,0
2025-11-13 22:53:30,18.97.36.8,443,192.168.1.35,51099,TCP,0
2025-11-13 22:53:30,192.168.1.35,51099,18.97.36.8,443,TCP,0
2025-11-13 22:53:30,192.168.1.35,59472,142.251.222.206,443,UDP,0
2025-11-13 22:53:30,142.251.222.206,443,192.168.1.35,59472,UDP,0
2025-11-13 22:53:30,192.168.1.35,63504,8.8.8.8,53,UDP,0
2025-11-13 22:53:30,192.168.1.35,50630,8.8.8.8,53,UDP,0
2025-11-13 22:53:30,8.8.8.8,53,192.168.1.35,63504,UDP,0
2025-11-13 22:53:30,8.8.8.8,53,192.168.1.35,50630,UDP,0
2025-11-13 22:53:31,192.168.1.35,54309,8.8.8.8,53,UDP,0
2025-11-13 22:53:31,192.168.1.35,54357,8.8.8.8,53,UDP,0
2025-11-13 22:53:31,8.8.8.8,53,192.168.1.35,54357,UDP,0
2025-11-13 22:53:31,8.8.8.8,53,192.168.1.35,54309,UDP,0
2025-11-13 22:53:31,192.168.1.35,50505,100.26.84.113,443,TCP,0
2025-11-13 22:53:32,100.26.84.113,443,192.168.1.35,50505,TCP,0
2025-11-13 22:53:36,192.168.1.7,60026,239.255.255.250,1900,UDP,0
2025-11-13 22:53:36,192.168.1.7,53142,239.255.255.250,1900,UDP,0
2025-11-13 22:53:36,192.168.1.7,37014,239.255.255.250,1900,UDP,0
2025-11-13 22:53:36,4.186.9.165,443,192.168.1.35,58851,TCP,0
2025-11-13 22:53:36,192.168.1.35,58851,4.186.9.165,443,TCP,0
2025-11-13 22:53:37,192.168.1.7,42987,239.255.255.250,1900,UDP,0
2025-11-13 22:53:39,192.168.1.7,52737,239.255.255.250,1900,UDP,0
2025-11-13 22:53:39,192.168.1.7,33326,239.255.255.250,1900,UDP,0
2025-11-13 22:53:39,192.168.1.7,34542,239.255.255.250,1900,UDP,0
2025-11-13 22:53:39,18.97.36.9,443,192.168.1.35,53613,TCP,0
2025-11-13 22:53:39,192.168.1.35,53613,18.97.36.9,443,TCP,0
2025-11-13 22:53:39,192.168.1.7,51601,239.255.255.250,1900,UDP,0
2025-11-13 22:53:40,192.168.1.35,54329,35.186.229.172,443,TCP,0
2025-11-13 22:53:40,35.186.229.172,443,192.168.1.35,54329,TCP,0
2025-11-13 22:53:40,192.168.1.35,54744,35.186.229.172,443,TCP,0
2025-11-13 22:53:40,35.186.229.172,443,192.168.1.35,54744,TCP,0
2025-11-13 22:53:40,192.168.1.35,63678,104.18.41.158,443,UDP,0
2025-11-13 22:53:40,104.18.41.158,443,192.168.1.35,63678,UDP,0
2025-11-13 22:53:40,192.168.1.35,52393,74.125.200.84,443,UDP,0
2025-11-13 22:53:40,74.125.200.84,443,192.168.1.35,52393,UDP,0
2025-11-13 22:53:41,192.168.1.35,137,192.168.1.1,137,UDP,0
2025-11-13 22:53:42,192.168.1.35,49404,52.22.139.196,443,TCP,0
2025-11-13 22:53:42,52.22.139.196,443,192.168.1.35,49404,TCP,0
2025-11-13 22:53:43,192.168.1.7,0,224.0.0.251,0,OTHER,0
2025-11-13 22:53:44,192.168.1.35,63263,74.125.24.188,443,TCP,0
2025-11-13 22:53:44,192.168.1.35,53660,8.8.8.8,53,UDP,0
2025-11-13 22:53:44,8.8.8.8,53,192.168.1.35,53660,UDP,0
2025-11-13 22:53:44,74.125.24.188,443,192.168.1.35,63263,TCP,0
2025-11-13 22:53:45,192.168.1.35,55850,44.193.97.126,443,TCP,0
2025-11-13 22:53:45,192.168.1.35,63814,44.207.95.255,443,TCP,0
2025-11-13 22:53:45,192.168.1.35,52008,44.209.17.134,443,TCP,0
2025-11-13 22:53:45,44.193.97.126,443,192.168.1.35,55850,TCP,0
2025-11-13 22:53:45,44.207.95.255,443,192.168.1.35,63814,TCP,0
2025-11-13 22:53:45,44.209.17.134,443,192.168.1.35,52008,TCP,0
2025-11-13 22:53:45,192.168.1.35,56832,142.250.67.40,443,TCP,0
2025-11-13 22:53:45,142.250.67.40,443,192.168.1.35,56832,TCP,0
2025-11-13 22:53:45,192.168.1.35,53787,142.251.222.193,443,TCP,0
2025-11-13 22:53:45,142.251.222.193,443,192.168.1.35,53787,TCP,0
2025-11-13 22:53:45,192.168.1.35,60827,44.193.97.126,443,TCP,0
2025-11-13 22:53:45,192.168.1.35,55991,44.207.95.255,443,TCP,0
2025-11-13 22:53:45,192.168.1.35,53206,44.209.17.134,443,TCP,0
2025-11-13 22:53:45,192.168.1.35,60325,35.190.80.1,443,TCP,0
2025-11-13 22:53:45,35.190.80.1,443,192.168.1.35,60325,TCP,0
2025-11-13 22:53:45,44.193.97.126,443,192.168.1.35,60827,TCP,0
2025-11-13 22:53:45,44.207.95.255,443,192.168.1.35,55991,TCP,0
2025-11-13 22:53:45,44.209.17.134,443,192.168.1.35,53206,TCP,0
2025-11-13 22:53:46,192.168.1.35,54556,140.82.114.22,443,TCP,0
2025-11-13 22:53:46,192.168.1.35,59457,192.178.177.94,443,UDP,0
2025-11-13 22:53:46,192.178.177.94,443,192.168.1.35,59457,UDP,0
2025-11-13 22:53:46,140.82.114.22,443,192.168.1.35,54556,TCP,0
2025-11-13 22:53:46,192.168.1.35,61298,35.190.80.1,443,UDP,0
2025-11-13 22:53:46,35.190.80.1,443,192.168.1.35,61298,UDP,0
2025-11-13 22:53:46,192.168.1.2,57621,192.168.1.255,57621,UDP,0
2025-11-13 22:53:46,192.168.1.35,57656,74.125.24.188,443,TCP,0
2025-11-13 22:53:46,74.125.24.188,443,192.168.1.35,57656,TCP,0
2025-11-13 22:53:46,192.168.1.35,54554,142.250.187.67,443,TCP,0
2025-11-13 22:53:47,192.168.1.35,58224,104.208.16.92,443,TCP,0
2025-11-13 22:53:47,192.168.1.35,65295,142.250.187.67,443,TCP,0
2025-11-13 22:53:47,104.208.16.92,443,192.168.1.35,58224,TCP,0
2025-11-13 22:53:47,142.250.187.67,443,192.168.1.35,54554,TCP,0
2025-11-13 22:53:47,142.250.187.67,443,192.168.1.35,65295,TCP,0
2025-11-13 22:53:49,192.168.1.7,55371,239.255.255.250,1900,UDP,0
2025-11-13 22:53:50,192.168.1.35,58117,162.247.243.29,443,TCP,0
2025-11-13 22:53:50,162.247.243.29,443,192.168.1.35,58117,TCP,0
2025-11-13 22:53:52,192.168.1.35,56833,3.233.158.24,443,TCP,0
2025-11-13 22:53:52,192.168.1.35,63338,3.233.158.24,443,TCP,0
2025-11-13 22:53:52,3.233.158.24,443,192.168.1.35,56833,TCP,0
2025-11-13 22:53:52,3.233.158.24,443,192.168.1.35,63338,TCP,0
2025-11-13 22:53:54,192.168.1.35,53213,18.161.216.15,443,TCP,0
2025-11-13 22:53:54,18.161.216.15,443,192.168.1.35,53213,TCP,0
2025-11-13 22:53:56,192.168.1.35,61156,35.227.218.218,443,TCP,0
2025-11-13 22:53:56,35.227.218.218,443,192.168.1.35,61156,TCP,0
2025-11-13 22:53:57,192.168.1.35,55781,34.198.122.117,443,TCP,0
2025-11-13 22:53:57,34.198.122.117,443,192.168.1.35,55781,TCP,0
2025-11-13 22:53:57,192.168.1.35,55108,172.217.24.99,443,UDP,0
2025-11-13 22:53:57,172.217.24.99,443,192.168.1.35,55108,UDP,0
2025-11-13 22:54:06,192.168.1.35,51099,18.97.36.8,443,TCP,0
2025-11-13 22:54:06,18.97.36.8,443,192.168.1.35,51099,TCP,0
2025-11-13 22:54:12,192.168.1.35,59786,142.251.222.164,443,UDP,0
2025-11-13 22:54:12,142.251.222.164,443,192.168.1.35,59786,UDP,0
2025-11-13 22:54:14,18.97.36.17,443,192.168.1.35,54249,TCP,0
2025-11-13 22:54:14,192.168.1.35,54249,18.97.36.17,443,TCP,0
2025-11-13 22:54:14,192.168.1.35,59407,4.186.9.165,443,TCP,0
2025-11-13 22:54:14,4.186.9.165,443,192.168.1.35,59407,TCP,0
2025-11-13 22:54:14,192.168.1.35,50854,4.213.25.242,443,TCP,0
2025-11-13 22:54:14,4.213.25.242,443,192.168.1.35,50854,TCP,0
2025-11-13 22:54:14,192.168.1.35,53898,52.87.124.85,443,TCP,0
2025-11-13 22:54:14,52.87.124.85,443,192.168.1.35,53898,TCP,0
2025-11-13 22:54:14,192.168.1.35,53857,129.227.206.6,443,TCP,0
2025-11-13 22:54:14,129.227.206.6,443,192.168.1.35,53857,TCP,0
2025-11-13 22:54:16,192.168.1.35,54555,142.250.77.131,80,TCP,0
2025-11-13 22:54:16,142.250.77.131,80,192.168.1.35,54555,TCP,0
2025-11-13 22:54:16,4.186.9.165,443,192.168.1.35,58851,TCP,0
2025-11-13 22:54:16,192.168.1.35,58851,4.186.9.165,443,TCP,0
